date,Location,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,pm10,so2,co,o3,no2,categori
1/3/2020,DKI Jakarta,4,10,-11,6,6,0,2,0,0,2,39,20,75,-56,51.28%,192.31%,,,45,5,13,28,8,BAIK
2/3/2020,DKI Jakarta,6,24,5,5,6,-1,2,0,0,2,41,20,75,-54,48.78%,182.93%,1,1,34,5,15,32,10,BAIK
3/3/2020,DKI Jakarta,3,17,-1,3,5,0,2,0,0,2,43,20,75,-52,46.51%,174.42%,1,1,59,5,23,29,14,SEDANG
4/3/2020,DKI Jakarta,-2,4,-8,1,4,1,2,0,0,2,45,20,75,-50,44.44%,166.67%,1,1,56,7,19,55,16,SEDANG
5/3/2020,DKI Jakarta,3,8,1,4,5,0,0,1,0,-1,45,21,75,-51,46.67%,166.67%,0,,35,6,16,30,13,BAIK
6/3/2020,DKI Jakarta,10,11,19,5,8,0,0,0,0,0,45,21,75,-51,46.67%,166.67%,1,0,36,10,19,33,16,BAIK
7/3/2020,DKI Jakarta,4,12,15,6,7,-1,0,2,0,-2,45,23,75,-53,51.11%,166.67%,1,,37,7,17,28,17,BAIK
8/3/2020,DKI Jakarta,0,6,1,3,6,0,0,0,0,0,45,23,75,-53,51.11%,166.67%,1,0,45,7,16,39,11,BAIK
9/3/2020,DKI Jakarta,3,6,7,3,5,1,0,1,0,-1,45,24,75,-54,53.33%,166.67%,1,,39,6,12,19,11,BAIK
10/3/2020,DKI Jakarta,1,6,2,3,4,1,0,0,0,0,45,24,75,-54,53.33%,166.67%,1,0,30,5,12,33,11,BAIK
11/3/2020,DKI Jakarta,1,3,3,2,4,1,0,0,0,0,45,24,75,-54,53.33%,166.67%,1,1,40,5,15,38,13,BAIK
12/3/2020,DKI Jakarta,-3,-2,-7,1,3,2,2,1,4,-3,47,25,79,-57,53.19%,168.09%,,,48,5,19,39,20,BAIK
13/03/2020,DKI Jakarta,8,9,16,2,5,1,4,1,3,0,51,26,82,-57,50.98%,160.78%,2,1,34,4,17,36,12,BAIK
14/03/2020,DKI Jakarta,-12,2,-17,-8,5,2,2,1,1,0,53,27,83,-57,50.94%,156.60%,0.5,1,64,6,19,87,17,SEDANG
15/03/2020,DKI Jakarta,-20,3,-37,-19,5,4,8,3,0,5,61,30,83,-52,49.18%,136.07%,4,3,50,3,17,42,13,BAIK
16/03/2020,DKI Jakarta,-18,-5,-23,-18,-10,7,2,3,0,-1,63,33,83,-53,52.38%,131.75%,0.25,1,50,4,20,36,19,BAIK
17/03/2020,DKI Jakarta,-16,3,-23,-27,-15,8,2,1,0,1,65,34,83,-52,52.31%,127.69%,1,0.33,41,4,21,57,15,SEDANG
18/03/2020,DKI Jakarta,-22,-3,-28,-32,-19,11,1,1,0,0,66,35,83,-52,53.03%,125.76%,0.5,1,44,3,15,54,12,SEDANG
19/03/2020,DKI Jakarta,-28,-12,-33,-38,-21,12,2,0,1,1,68,35,84,-51,51.47%,123.53%,2,0,62,7,26,37,14,SEDANG
20/03/2020,DKI Jakarta,-30,-11,-32,-42,-23,15,5,3,1,1,73,38,85,-50,52.05%,116.44%,2.5,,48,4,12,51,14,SEDANG
21/03/2020,DKI Jakarta,-35,-5,-38,-40,-10,11,8,3,6,-1,81,41,91,-51,50.62%,112.35%,1.6,1,43,6,15,37,17,BAIK
22/03/2020,DKI Jakarta,-49,-22,-59,-49,-12,14,2,0,3,-1,83,41,94,-52,49.40%,113.25%,0.25,0,34,4,7,42,9,BAIK
23/03/2020,DKI Jakarta,-40,-19,-43,-53,-34,18,0,0,0,0,83,41,94,-52,49.40%,113.25%,0,1,40,4,12,66,13,SEDANG
24/03/2020,DKI Jakarta,-43,-18,-46,-56,-40,19,16,19,3,-6,99,60,97,-58,60.61%,97.98%,,,58,4,20,54,17,SEDANG
25/03/2020,DKI Jakarta,-54,-29,-55,-69,-69,28,1,1,0,0,100,61,97,-58,61.00%,97.00%,0.06,0.05,33,3,7,63,8,SEDANG
26/03/2020,DKI Jakarta,-47,-24,-46,-60,-43,20,57,2,0,55,157,63,97,-3,40.13%,61.78%,57,2,49,4,10,42,10,BAIK
27/03/2020,DKI Jakarta,-46,-17,-43,-61,-44,22,74,7,6,61,231,70,103,58,30.30%,44.59%,1.3,3.5,43,4,9,62,10,SEDANG
28/03/2020,DKI Jakarta,-54,-21,-51,-58,-31,17,48,9,9,30,279,79,112,88,28.32%,40.14%,0.65,1.29,58,6,12,67,14,SEDANG
29/03/2020,DKI Jakarta,-59,-28,-63,-60,-26,17,52,10,0,42,331,89,112,130,26.89%,33.84%,1.08,1.11,61,7,7,56,8,SEDANG
30/03/2020,DKI Jakarta,-51,-26,-50,-63,-45,22,33,7,0,26,364,96,112,156,26.37%,30.77%,0.63,0.7,47,6,9,68,12,SEDANG
31/03/2020,DKI Jakarta,-50,-21,-52,-62,-47,22,44,10,0,34,408,106,112,190,25.98%,27.45%,1.33,1.43,51,11,9,84,10,SEDANG
1/4/2020,DKI Jakarta,-47,-16,-49,-62,-47,21,59,1,0,58,467,107,112,248,22.91%,23.98%,1.34,0.1,38,6,12,67,10,SEDANG
2/4/2020,DKI Jakarta,-48,-19,-46,-63,-47,22,70,5,2,63,537,112,114,311,20.86%,21.23%,1.19,5,32,4,6,33,7,BAIK
3/4/2020,DKI Jakarta,-47,-19,-44,-63,-46,23,71,6,2,63,608,118,116,374,19.41%,19.08%,1.01,1.2,30,5,4,33,5,BAIK
4/4/2020,DKI Jakarta,-53,-21,-52,-60,-34,18,57,8,5,44,665,126,121,418,18.95%,18.20%,0.8,1.33,42,6,8,47,7,BAIK
5/4/2020,DKI Jakarta,-57,-27,-64,-62,-28,17,87,11,2,74,752,137,123,492,18.22%,16.36%,1.53,1.38,50,4,6,63,8,SEDANG
6/4/2020,DKI Jakarta,-50,-30,-52,-63,-44,22,103,7,7,89,855,144,130,581,16.84%,15.20%,1.18,0.64,45,4,8,37,9,BAIK
7/4/2020,DKI Jakarta,-47,-18,-48,-62,-46,21,113,14,3,96,968,158,133,677,16.32%,13.74%,1.1,2,26,3,11,35,9,BAIK
8/4/2020,DKI Jakarta,-48,-23,-51,-63,-46,22,90,8,5,77,1058,166,138,754,15.69%,13.04%,0.8,0.57,26,5,5,31,7,BAIK
9/4/2020,DKI Jakarta,-47,-17,-48,-61,-45,20,228,34,5,189,1286,200,143,943,15.55%,11.12%,2.53,4.25,36,3,5,27,10,BAIK
10/4/2020,DKI Jakarta,-68,-46,-61,-79,-73,34,53,11,4,38,1339,211,147,981,15.76%,10.98%,0.23,0.32,50,2,7,71,10,SEDANG
11/4/2020,DKI Jakarta,-63,-34,-61,-69,-43,22,190,10,7,173,1529,221,154,1154,14.45%,10.07%,3.58,0.91,48,2,6,88,6,SEDANG
12/4/2020,DKI Jakarta,-67,-39,-71,-70,-33,20,156,33,37,86,1685,254,191,1240,15.07%,11.34%,0.82,3.3,65,3,14,86,13,SEDANG
13/04/2020,DKI Jakarta,-55,-31,-53,-69,-50,25,135,7,1,127,1820,261,192,1367,14.34%,10.55%,0.87,0.21,40,2,8,46,9,BAIK
14/04/2020,DKI Jakarta,-55,-28,-53,-68,-51,24,122,10,0,112,1942,271,192,1479,13.95%,9.89%,0.9,1.43,48,4,8,51,10,SEDANG
15/04/2020,DKI Jakarta,-56,-30,-55,-68,-51,25,143,9,20,114,2085,280,212,1593,13.43%,10.17%,1.17,0.9,40,2,8,46,11,BAIK
16/04/2020,DKI Jakarta,-55,-29,-51,-69,-51,24,174,1,0,173,2259,281,212,1766,12.44%,9.38%,1.22,0.11,34,3,7,41,9,BAIK
17/04/2020,DKI Jakarta,-55,-28,-47,-70,-50,26,170,7,35,128,2429,288,247,1894,11.86%,10.17%,0.98,7,43,2,8,54,9,SEDANG
18/04/2020,DKI Jakarta,-62,-34,-59,-66,-37,20,101,7,1,93,2530,295,248,1987,11.66%,9.80%,0.59,1,43,4,5,72,7,SEDANG
19/04/2020,DKI Jakarta,-64,-36,-67,-67,-29,18,113,3,25,85,2643,298,273,2072,11.28%,10.33%,1.12,0.43,59,5,7,87,9,SEDANG
20/04/2020,DKI Jakarta,-56,-32,-53,-69,-49,24,74,5,7,62,2717,303,280,2134,11.15%,10.31%,0.65,1.67,60,3,5,73,7,SEDANG
21/04/2020,DKI Jakarta,-58,-33,-56,-69,-51,24,183,2,59,122,2900,305,339,2256,10.52%,11.69%,2.47,0.4,46,4,8,35,10,BAIK
22/04/2020,DKI Jakarta,-56,-31,-54,-67,-50,23,110,1,8,101,3010,306,347,2357,10.17%,11.53%,0.6,0.5,74,14,6,47,11,SEDANG
23/04/2020,DKI Jakarta,-54,-24,-52,-65,-50,22,122,0,4,118,3132,306,351,2475,9.77%,11.21%,1.11,0,45,5,5,43,7,BAIK
24/04/2020,DKI Jakarta,-64,-37,-59,-73,-55,29,78,0,1,77,3210,306,352,2552,9.53%,10.97%,0.64,1,43,4,3,27,8,BAIK
25/04/2020,DKI Jakarta,-65,-35,-63,-69,-41,22,78,19,7,52,3288,325,359,2604,9.88%,10.92%,1,,46,3,7,45,8,BAIK
26/04/2020,DKI Jakarta,-68,-43,-73,-72,-33,21,104,7,1,96,3392,332,360,2700,9.79%,10.61%,1.33,0.37,57,3,5,45,8,SEDANG
27/04/2020,DKI Jakarta,-60,-38,-58,-71,-50,26,66,13,1,52,3458,345,361,2752,9.98%,10.44%,0.63,1.86,36,1,4,71,8,SEDANG
28/04/2020,DKI Jakarta,-60,-34,-58,-70,-51,25,124,4,22,98,3582,349,383,2850,9.74%,10.69%,1.88,0.31,49,2,7,45,13,BAIK
29/04/2020,DKI Jakarta,-59,-35,-58,-70,-50,24,110,0,75,35,3692,349,458,2885,9.45%,12.41%,0.89,0,53,4,6,52,11,SEDANG
30/04/2020,DKI Jakarta,-57,-28,-54,-68,-49,24,106,0,46,60,3798,349,504,2945,9.19%,13.27%,0.96,1,61,5,6,33,14,SEDANG
1/5/2020,DKI Jakarta,-61,-28,-54,-76,-70,32,135,4,2,129,3933,353,506,3074,8.98%,12.87%,1.27,,47,2,9,38,10,BAIK
2/5/2020,DKI Jakarta,-62,-29,-59,-67,-39,21,92,17,24,51,4025,370,530,3125,9.19%,13.17%,0.68,4.25,32,2,12,29,9,BAIK
3/5/2020,DKI Jakarta,-64,-34,-68,-68,-29,19,129,5,112,12,4154,375,642,3137,9.03%,15.45%,1.4,0.29,52,5,11,35,9,SEDANG
4/5/2020,DKI Jakarta,-56,-31,-54,-68,-48,24,80,8,3,69,4234,383,645,3206,9.05%,15.23%,0.62,1.6,50,4,4,30,8,BAIK
5/5/2020,DKI Jakarta,-57,-29,-54,-68,-50,24,132,1,66,65,4366,384,711,3271,8.80%,16.28%,1.65,0.13,51,7,7,34,9,SEDANG
6/5/2020,DKI Jakarta,-57,-31,-56,-68,-49,24,106,5,37,64,4472,389,748,3335,8.70%,16.73%,0.8,5,44,4,4,29,7,BAIK
7/5/2020,DKI Jakarta,-61,-29,-94,-73,-70,30,82,8,4,70,4554,397,752,3405,8.72%,16.51%,0.77,1.6,50,4,3,48,9,BAIK
8/5/2020,DKI Jakarta,-56,-24,-94,-65,-48,26,96,1,0,95,4650,398,752,3500,8.56%,16.17%,1.17,0.13,60,4,4,60,10,SEDANG
9/5/2020,DKI Jakarta,-60,-25,-95,-62,-36,20,98,3,5,90,4748,401,757,3590,8.45%,15.94%,1.02,3,56,4,3,34,12,SEDANG
10/5/2020,DKI Jakarta,-63,-31,-96,-64,-28,19,125,6,49,70,4873,407,806,3660,8.35%,16.54%,1.28,2,64,5,3,44,12,SEDANG
11/5/2020,DKI Jakarta,-52,-21,-94,-63,-46,24,81,6,9,66,4954,413,815,3726,8.34%,16.45%,0.65,1,44,2,4,47,8,BAIK
12/5/2020,DKI Jakarta,-55,-24,-94,-64,-49,24,96,2,108,-14,5050,415,923,3712,8.22%,18.28%,1.19,0.33,47,3,4,62,10,SEDANG
13/05/2020,DKI Jakarta,-54,-22,-94,-63,-48,24,180,6,96,78,5230,421,1019,3790,8.05%,19.48%,1.88,3,54,2,3,38,8,SEDANG
14/05/2020,DKI Jakarta,-53,-20,-92,-64,-48,23,135,2,134,-1,5365,423,1153,3789,7.88%,21.49%,0.75,0.33,56,7,9,42,9,SEDANG
15/05/2020,DKI Jakarta,-50,-14,-91,-65,-46,23,86,7,106,-27,5451,430,1259,3762,7.89%,23.10%,0.64,3.5,60,7,7,40,9,SEDANG
16/05/2020,DKI Jakarta,-54,-14,-93,-60,-33,18,101,0,18,83,5552,430,1277,3845,7.74%,23.00%,1.17,0,58,6,8,57,8,SEDANG
17/05/2020,DKI Jakarta,-56,-18,-94,-62,-24,17,127,3,11,113,5679,433,1288,3958,7.62%,22.68%,1.26,,60,6,8,83,7,SEDANG
18/05/2020,DKI Jakarta,-51,-22,-92,-64,-46,23,79,0,0,79,5758,433,1288,4037,7.52%,22.37%,0.62,0,54,4,6,43,10,SEDANG
19/05/2020,DKI Jakarta,-47,-8,-92,-61,-47,22,94,7,21,66,5852,440,1309,4103,7.52%,22.37%,1.19,,30,8,8,59,13,SEDANG
20/05/2020,DKI Jakarta,-48,-14,-91,-61,-47,22,84,1,3,80,5936,441,1312,4183,7.43%,22.10%,0.89,0.14,50,12,10,34,8,BAIK
21/05/2020,DKI Jakarta,-46,-1,-90,-65,-69,26,70,8,130,-68,6006,449,1442,4115,7.48%,24.01%,0.83,8,27,7,7,49,9,BAIK
22/05/2020,DKI Jakarta,-46,-4,-90,-63,-60,27,106,29,55,22,6112,478,1497,4137,7.82%,24.49%,1.51,3.63,58,8,7,42,8,SEDANG
23/05/2020,DKI Jakarta,-54,-6,-92,-57,-48,19,111,1,54,56,6223,479,1551,4193,7.70%,24.92%,1.05,0.03,42,3,10,52,8,SEDANG
24/05/2020,DKI Jakarta,-65,-34,-93,-61,-37,13,112,0,20,92,6335,479,1571,4285,7.56%,24.80%,1.01,0,41,3,8,43,5,BAIK
25/05/2020,DKI Jakarta,-59,-28,-91,-73,-78,26,76,0,65,11,6411,479,1636,4296,7.47%,25.52%,0.68,1,26,2,4,27,5,BAIK
26/05/2020,DKI Jakarta,-54,-21,-91,-66,-58,23,87,0,13,74,6498,479,1649,4370,7.37%,25.38%,1.14,1,32,4,5,29,8,BAIK
27/05/2020,DKI Jakarta,-52,-21,-91,-65,-52,23,109,8,16,85,6607,487,1665,4455,7.37%,25.20%,1.25,,22,4,4,65,8,SEDANG
28/05/2020,DKI Jakarta,-50,-17,-91,-64,-49,22,100,0,20,80,6707,487,1685,4535,7.26%,25.12%,0.92,0,44,5,6,90,16,SEDANG
29/05/2020,DKI Jakarta,-49,-16,-90,-64,-47,24,125,0,38,87,6832,487,1723,4622,7.13%,25.22%,1.25,1,58,8,6,74,12,SEDANG
30/05/2020,DKI Jakarta,-54,-18,-91,-60,-33,17,108,7,255,-154,6940,494,1978,4468,7.12%,28.50%,0.86,,52,16,7,41,10,SEDANG
31/05/2020,DKI Jakarta,-56,-23,-93,-60,-22,15,113,1,70,42,7053,495,2048,4510,7.02%,29.04%,1.05,0.14,48,14,7,46,9,BAIK
1/6/2020,DKI Jakarta,-51,-18,-90,-69,-68,27,157,2,185,-30,7210,497,2233,4480,6.89%,30.97%,1.39,2,50,14,10,45,9,BAIK
2/6/2020,DKI Jakarta,-46,-14,-91,-58,-41,19,59,0,120,-61,7269,497,2353,4419,6.84%,32.37%,0.38,0,44,14,7,37,8,BAIK
3/6/2020,DKI Jakarta,-47,-16,-91,-59,-42,20,91,5,181,-95,7360,502,2534,4324,6.82%,34.43%,1.54,,41,14,4,31,8,BAIK
4/6/2020,DKI Jakarta,-46,-14,-90,-59,-41,20,109,0,21,88,7469,502,2555,4412,6.72%,34.21%,1.2,0,45,18,4,28,8,BAIK
5/6/2020,DKI Jakarta,-44,-13,-88,-58,-38,21,70,1,138,-69,7539,503,2693,4343,6.67%,35.72%,0.64,,56,18,6,60,12,SEDANG
6/6/2020,DKI Jakarta,-48,-13,-90,-55,-27,15,117,0,86,31,7656,503,2779,4374,6.57%,36.30%,1.67,0,69,18,7,74,13,SEDANG
7/6/2020,DKI Jakarta,-52,-18,-91,-56,-20,14,168,4,287,-123,7824,507,3066,4251,6.48%,39.19%,1.44,,55,16,5,65,9,SEDANG
8/6/2020,DKI Jakarta,-41,-14,-88,-53,-35,18,90,0,75,15,7914,507,3141,4266,6.41%,39.69%,0.54,0,59,15,5,33,10,SEDANG
9/6/2020,DKI Jakarta,-44,-16,-89,-54,-37,18,239,4,163,72,8153,511,3304,4338,6.27%,40.52%,2.66,,58,14,6,41,12,SEDANG
10/6/2020,DKI Jakarta,-42,-15,-89,-53,-36,18,166,2,141,23,8319,513,3445,4361,6.17%,41.41%,0.69,0.5,67,16,10,34,10,SEDANG
11/6/2020,DKI Jakarta,-41,-16,-87,-54,-37,18,131,1,147,-17,8450,514,3592,4344,6.08%,42.51%,0.79,0.5,63,16,6,40,10,SEDANG
12/6/2020,DKI Jakarta,-38,-13,-85,-54,-35,19,92,4,118,-30,8542,518,3710,4314,6.06%,43.43%,0.7,4,49,15,6,58,13,SEDANG
13/06/2020,DKI Jakarta,-44,-14,-86,-51,-23,14,121,8,58,55,8663,526,3768,4369,6.07%,43.50%,1.32,2,60,16,6,61,10,SEDANG
14/06/2020,DKI Jakarta,-47,-18,-87,-51,-17,13,118,9,246,-137,8781,535,4014,4232,6.09%,45.71%,0.98,1.13,60,15,6,61,12,SEDANG
15/06/2020,DKI Jakarta,-33,-12,-85,-49,-33,16,141,2,111,28,8922,537,4125,4260,6.02%,46.23%,1.19,0.22,70,13,8,54,13,SEDANG
16/06/2020,DKI Jakarta,-35,-13,-86,-49,-35,16,97,0,132,-35,9019,537,4257,4225,5.95%,47.20%,0.69,0,67,16,8,35,11,SEDANG
17/06/2020,DKI Jakarta,-35,-13,-86,-49,-34,16,122,5,115,2,9141,542,4372,4227,5.93%,47.83%,1.26,,56,15,5,49,8,SEDANG
18/06/2020,DKI Jakarta,-34,-14,-85,-50,-35,16,171,30,130,11,9312,572,4502,4238,6.14%,48.35%,1.4,6,60,17,6,56,9,SEDANG
19/06/2020,DKI Jakarta,-33,-13,-83,-49,-33,17,133,1,126,6,9445,573,4628,4244,6.07%,49.00%,0.78,0.03,57,15,6,47,11,SEDANG
20/06/2020,DKI Jakarta,-37,-12,-83,-45,-21,11,189,8,123,58,9634,581,4751,4302,6.03%,49.31%,1.42,8,61,17,12,67,17,SEDANG
21/06/2020,DKI Jakarta,-40,-16,-85,-45,-16,12,141,1,234,-94,9775,582,4985,4208,5.95%,51.00%,0.75,0.13,63,16,6,61,10,SEDANG
22/06/2020,DKI Jakarta,-31,-13,-84,-48,-34,16,123,0,75,48,9898,582,5060,4256,5.88%,51.12%,0.87,0,67,20,6,34,11,SEDANG
23/06/2020,DKI Jakarta,-33,-13,-85,-48,-35,16,160,8,109,43,10058,590,5169,4299,5.87%,51.39%,1.3,,53,18,7,41,15,SEDANG
24/06/2020,DKI Jakarta,-33,-15,-85,-47,-34,16,152,8,97,47,10210,598,5266,4346,5.86%,51.58%,0.95,1,53,15,7,77,11,SEDANG
25/06/2020,DKI Jakarta,-31,-9,-84,-47,-34,15,181,9,220,-48,10391,607,5486,4298,5.84%,52.80%,1.19,1.13,76,19,13,64,23,SEDANG
26/06/2020,DKI Jakarta,-28,-6,-83,-46,-32,16,197,4,0,193,10588,611,5486,4491,5.77%,51.81%,1.09,0.44,70,18,10,61,19,SEDANG
27/06/2020,DKI Jakarta,-32,-6,-82,-40,-21,10,192,8,68,116,10780,619,5554,4607,5.74%,51.52%,0.97,2,65,20,6,42,14,SEDANG
28/06/2020,DKI Jakarta,-38,-12,-83,-43,-15,10,132,1,255,-124,10912,620,5809,4483,5.68%,53.23%,0.69,0.13,72,21,6,47,11,SEDANG
29/06/2020,DKI Jakarta,-28,-7,-83,-45,-32,14,122,0,252,-130,11034,620,6061,4353,5.62%,54.93%,0.92,0,68,20,5,57,11,SEDANG
30/06/2020,DKI Jakarta,-27,-3,-77,-45,-33,14,182,8,394,-220,11216,628,6455,4133,5.60%,57.55%,1.49,,75,20,6,53,15,SEDANG
1/7/2020,DKI Jakarta,-27,-4,-77,-44,-33,14,215,0,168,47,11431,628,6623,4180,5.49%,57.94%,1.18,0,69,18,6,65,11,SEDANG
2/7/2020,DKI Jakarta,-30,-8,-77,-45,-34,15,200,6,192,2,11631,634,6815,4182,5.45%,58.59%,0.93,,68,17,7,47,11,SEDANG
3/7/2020,DKI Jakarta,-24,-3,-72,-43,-32,15,140,5,240,-105,11771,639,7055,4077,5.43%,59.94%,0.7,0.83,54,18,7,32,9,SEDANG
4/7/2020,DKI Jakarta,-29,-4,-73,-38,-21,10,218,0,268,-50,11989,639,7323,4027,5.33%,61.08%,1.56,0,70,18,8,43,12,SEDANG
5/7/2020,DKI Jakarta,-33,-9,-75,-39,-17,9,255,5,286,-36,12244,644,7609,3991,5.26%,62.14%,1.17,,63,20,5,40,9,SEDANG
6/7/2020,DKI Jakarta,-25,-6,-75,-43,-32,14,221,0,374,-153,12465,644,7983,3838,5.17%,64.04%,0.87,0,58,21,7,39,12,SEDANG
7/7/2020,DKI Jakarta,-26,-6,-76,-42,-33,14,193,12,242,-61,12658,656,8225,3777,5.18%,64.98%,0.87,,53,22,6,33,12,SEDANG
8/7/2020,DKI Jakarta,-27,-9,-76,-43,-32,14,350,6,147,197,13008,662,8372,3974,5.09%,64.36%,1.81,0.5,60,20,6,59,15,SEDANG
9/7/2020,DKI Jakarta,-27,-8,-75,-43,-32,14,277,6,223,48,13285,668,8595,4022,5.03%,64.70%,0.79,1,54,16,8,67,12,SEDANG
10/7/2020,DKI Jakarta,-24,-6,-71,-43,-30,15,252,0,180,72,13537,668,8775,4094,4.93%,64.82%,0.91,0,62,19,8,80,17,SEDANG
11/7/2020,DKI Jakarta,-29,-6,-72,-38,-19,10,383,10,215,158,13920,678,8990,4252,4.87%,64.58%,1.52,,73,17,9,47,16,SEDANG
12/7/2020,DKI Jakarta,-33,-10,-75,-39,-15,9,395,10,159,226,14315,688,9149,4478,4.81%,63.91%,1.03,1,62,17,6,60,9,SEDANG
13/07/2020,DKI Jakarta,-26,-8,-74,-44,-31,14,281,7,208,66,14596,695,9357,4544,4.76%,64.11%,0.71,0.7,61,19,5,44,10,SEDANG
14/07/2020,DKI Jakarta,-29,-11,-76,-44,-33,15,266,4,120,142,14862,699,9477,4686,4.70%,63.77%,0.95,0.57,64,21,6,55,16,SEDANG
15/07/2020,DKI Jakarta,-28,-12,-75,-44,-32,15,251,5,197,49,15113,704,9674,4735,4.66%,64.01%,0.94,1.25,57,16,6,31,12,SEDANG
16/07/2020,DKI Jakarta,-28,-10,-73,-43,-31,15,309,8,135,166,15422,712,9809,4901,4.62%,63.60%,1.23,1.6,48,19,5,24,11,BAIK
17/07/2020,DKI Jakarta,-25,-8,-69,-43,-30,15,257,6,139,112,15679,718,9948,5013,4.58%,63.45%,0.83,0.75,56,24,7,39,10,SEDANG
18/07/2020,DKI Jakarta,-29,-7,-69,-38,-19,10,339,8,121,210,16018,726,10069,5223,4.53%,62.86%,1.32,1.33,55,21,7,54,15,SEDANG
19/07/2020,DKI Jakarta,-33,-11,-72,-39,-14,10,319,9,327,-17,16337,735,10396,5206,4.50%,63.63%,0.94,1.13,68,17,6,66,10,SEDANG
20/07/2020,DKI Jakarta,-27,-9,-72,-43,-31,15,381,9,155,217,16718,744,10551,5423,4.45%,63.11%,1.19,1,66,16,8,77,12,SEDANG
